event_name,group_name,attendees,category,venue_event_link,event_street,Google_Map_Link,event_lat,event_lng,address,city_id
Socrates Cafe,"Socrates Cafe of Teaneck, NJ",9,Learning,https://www.meetup.com/Socrates-Cafe-Teaneck/events/275419550,687 Larch Ave,https://www.google.com/maps/search/api=1&query=40.888088%2C-74.026237,40.8976,-74.01597,"687 Larch Ave Teaneck, NJ",84
ZOOM EVENT: HOW DOES SOCIAL CONTRACT THEORY GUIDE US,Cafe Philo New York,2,Learning,https://www.meetup.com/New-York-Cafe-Philo/events/275901201,10 South William St,https://www.google.com/maps/search/api=1&query=40.704727%2C-74.010640,40.704804,-74.01039399999998,"10 South William St New York, NY",140
Toastmasters Meeting,Bay Ridge Toastmasters,1,Learning,https://www.meetup.com/Bay-Ridge-Toastmasters/events/275896680,800 Poly Place,https://www.google.com/maps/search/api=1&query=800+Poly+Place%2C+New+York%2C+NY%2C+11209%2C+us,40.607464,-74.02373840000001,"800 Poly Place New York, NY",140
Photography thru The Museum of Modern Art,Michael Downey Photography,3,Photography,https://www.meetup.com/MAD-Photo-Excursions/events/275653633,11 W 53rd St,https://www.google.com/maps/search/api=1&query=40.761433%2C-73.977620,40.7127281,-74.0060152,"11 W 53rd St New York, NY",140
"Studio & Lighting: Feb 24 - Mar 10, Wednesdays 6:00 PM-9:15 PM. In person.",PhotoManhattan - Photography classes NYC & Free Exhibits,1,Photography,https://www.meetup.com/photography-classes-nyc/events/274851102,51 W 14th St #3r,https://www.google.com/maps/search/api=1&query=40.737290%2C-73.995834,42.7245634,-73.7009225,"51 W 14th St #3r New York, NY",140
Brunch @Blvd Bistro,KINGZ,5,LGBTQ,https://www.meetup.com/KINGZ-A-Black-Gay-Collective/events/275806244,2149 Frederick Douglass Blvd,https://www.google.com/maps/search/api=1&query=2149+Frederick+Douglass+Blvd%2C+New+York+%2C+NY%2C+10026%2C+us,40.80429829999999,-73.9556901,"2149 Frederick Douglass Blvd New York , NY",141
Black Lotus Project: A Virtual Gathering of Black Bisexual+ Men,NYC Tri-State Area Bisexual+ SGL Queer & Questioning Meetup,6,LGBTQ,https://www.meetup.com/bisexual-nyc/events/275652731,Virtual Online Meeting,https://www.google.com/maps/search/api=1&query=Virtual+Online+Meeting%2C+New+York%2C+ny%2C+10001%2C+us,42.81143,-76.879806,"Virtual Online Meeting New York, NY",140
"Book to be discussed:  ""Swimming in the Dark"" by Tomasz Jedrowski",NYC Gay Guys' Book Club,16,LGBTQ,https://www.meetup.com/NYC-Gay-Guys-Book-Club/events/268036229,425 Avenue of the Americas (Sixth Avenue and 10th Street,https://www.google.com/maps/search/api=1&query=40.734240%2C-73.999084,40.77427,-73.96981,"425 Avenue of the Americas (Sixth Avenue and 10th Street Manhattan, NY",133
"Book to be discussed: ""The White Guard"" by Mikhail Bulgakov",The Third Monday Gay Men's Book Club,6,LGBTQ,https://www.meetup.com/The-Third-Monday-Gay-Guys-Book-Club/events/275709827,939 Lexington Avenue (between E. 68th & E. 69th Streets),https://www.google.com/maps/search/api=1&query=40.767810%2C-73.962010,40.764918,-73.955159,"939 Lexington Avenue (between E. 68th & E. 69th Streets) New York, NY",140
Steele Wool by Frank A. Cappello,Oddball Cinema,1,Film,https://www.meetup.com/Oddball-Cinema/events/275407602,433 E 6th St,https://www.google.com/maps/search/api=1&query=40.725964%2C-73.984620,40.7127281,-74.0060152,"433 E 6th St New York, NY",140
Sunday Funday Magic the Gathering in Brooklyn,I'd Tap That - NYC Chapter (Casual Magic the Gathering),1,Sci-Fi & Games,https://www.meetup.com/Id-Tap-That-Brooklyn-Chapter-Casual-Magic-the-Gathering/events/275830540,247 Varet Street,https://www.google.com/maps/search/api=1&query=247+Varet+Street%2C+Brooklyn%2C+NY%2C+us,40.704053,-73.93463100000002,"247 Varet Street Brooklyn, NY",109
Tabletop Game Night,Brooklyn Strategist Evening Events Meetup,2,Sci-Fi & Games,https://www.meetup.com/Brooklyn-Strategist-Evening-Events-Games-Meetup/events/275799502,333 Court Street,https://www.google.com/maps/search/api=1&query=40.682762%2C-73.995544,40.6501038,-73.9495823,"333 Court Street Brooklyn, NY",109
Thursday Gaming!,NYC VTES,1,Sci-Fi & Games,https://www.meetup.com/nyc-vtes/events/275919850,115 W 45th St,https://www.google.com/maps/search/api=1&query=115+W+45th+St%2C+New+York%2C+NY%2C+10036%2C+us,40.757008,-73.98298199999998,"115 W 45th St New York, NY",140
Weekly at Helix,"NYC/NJ ANIME, SONICBOXX GAMING, COSPLAY, KARAOKE EVENTS,",1,Sci-Fi & Games,https://www.meetup.com/Sonicboxx/events/275832966,3167 John F. Kennedy Blvd,https://www.google.com/maps/search/api=1&query=40.776371%2C-74.033180,40.775182,-74.03228399999998,"3167 John F. Kennedy Blvd North Bergen, NJ",59
NLH poker game 1/3,NY NL Holdem game,1,Sci-Fi & Games,https://www.meetup.com/NYC-Home-Holdem-game/events/275899187,Manhattan,https://www.google.com/maps/search/api=1&query=Manhattan%2C+Manhattan%2C+NY%2C+10036%2C+us,40.7896239,-73.9598939,"Manhattan Manhattan, NY",133
Fundraiser for Cosplay Workshop EVENTS,Crystal Manga Cafe,1,Sci-Fi & Games,https://www.meetup.com/Crystal-Manga-Cafe/events/275896949,TBA,https://www.google.com/maps/search/api=1&query=TBA%2C+TBA%2C+NY%2C+us,40.7111986,-73.96637729999998,"TBA TBA, NY",164
Gotham Go Group - Tuesdays at the Hungarian,NY Mostly Go Club,1,Sci-Fi & Games,https://www.meetup.com/mostlygo/events/275872846,Amsterdam Ave. between 110 - 111th Streets,https://www.google.com/maps/search/api=1&query=40.800430%2C-73.965714,40.774808,-73.984411,"Amsterdam Ave. between 110 - 111th Streets New York, NY",140
D&D 5E - Adventurers League,The NYC Dungeons & Dragons Meetup Group,1,Sci-Fi & Games,https://www.meetup.com/NYC-DND/events/269487570,11 East 33rd Street,https://www.google.com/maps/search/api=1&query=11+East+33rd+Street%2C+New+York%2C+NY%2C+10016%2C+us,40.747557,-73.984504,"11 East 33rd Street New York, NY",140
Tuesday Night Settlers of Catan,NYC Settlers of Catan Meetup Group,1,Sci-Fi & Games,https://www.meetup.com/SettlersNYC/events/275873896,"1551 3rd Avenue, New York, NY 10128",https://www.google.com/maps/search/api=1&query=40.779690%2C-73.952911,42.492471,-77.2866885,"1551 3rd Avenue, New York, NY 10128 New York, NY",140
$2-5 NL Holdem (with potential for late night PLO),Williamsburg Poker Club - Brooklyn's Best Low Stakes Game!,1,Sci-Fi & Games,https://www.meetup.com/Williamsburg-Poker-Club-The-Best-and-Most-Fun-Poker-Game/events/275855766,Email or text,https://www.google.com/maps/search/api=1&query=Email+or+text%2C+Brooklyn%2C+NY%2C+11206%2C+us,40.607359,-73.909035,"Email or text Brooklyn, NY",109
"Free Poker Monday at City Lounge in Lyndhurst, NJ - monthly prizes & more!",WorldFreePoker.com,1,Sci-Fi & Games,https://www.meetup.com/worldfreepoker/events/275854187,455 Valley Brook Ave,https://www.google.com/maps/search/api=1&query=City+Lounge%2C+455+Valley+Brook+Ave%2C+Lyndhurst%2C+NJ%2C+07071%2C+us&query_place_id=ChIJ3Ro4kwBWwokRZj3tub1WHU8,40.80985,-74.12078299999997,"455 Valley Brook Ave Lyndhurst, NJ",41
1/3NLHOLDEM MONDAY NIGHT GAME  730PM ,5050 pokerclub,1,Sci-Fi & Games,https://www.meetup.com/5050-pokerclub/events/275856046,Address to be given via text,https://www.google.com/maps/search/api=1&query=Address+to+be+given+via+text%2C+Brooklyn%2C+NY%2C+us,40.59814,-73.98356700000002,"Address to be given via text Brooklyn, NY",109
$75 Rebuy tournament,Queens Poker Donkey club,1,Sci-Fi & Games,https://www.meetup.com/Queens-Donkey-club/events/275919648,1234,https://www.google.com/maps/search/api=1&query=1234%2C+New+York%2C+NY%2C+us,40.7127281,-74.0060152,"1234 New York, NY",140
Tekken Taco Tuesday! (Tekken 7 Tournaments) ,Coexist Gaming,1,Sci-Fi & Games,https://www.meetup.com/Coexist-Gaming/events/275873599,591 Central Ave Unit 1,https://www.google.com/maps/search/api=1&query=40.689180%2C-73.909090,40.6890935,-73.9091763,"591 Central Ave Unit 1 Brooklyn , NY",110
Sports Sunday,Team1upem Arcade Parties,1,Sci-Fi & Games,https://www.meetup.com/Team1upem-Arcade-Parties/events/275830433,591 Central Ave Unit 1,https://www.google.com/maps/search/api=1&query=40.689180%2C-73.909090,40.6890935,-73.9091763,"591 Central Ave Unit 1 Brooklyn , NY",110
Open Gaming + Dev Days,"Today, After Work (Board Games)",0,Sci-Fi & Games,https://www.meetup.com/After-Work-Board-Games/events/275919346,119 Chambers St,https://www.google.com/maps/search/api=1&query=40.715412%2C-74.008430,40.71527,-74.008364,"119 Chambers St New York, NY",140
BYOB PAINT NIGHT ,Art Parties and Art Therapy,1,Arts,https://www.meetup.com/fairview-art-therapy-meetup-group/events/275774394,394 Walker St,https://www.google.com/maps/search/api=1&query=40.817436%2C-73.996670,39.3742152,-75.1033108,"394 Walker St Fairview, NJ",25
Sip and Paint Valentines Day Pet Portrait Fun Party at Barking Dog,New York Pets and Fun Paint Party Meetup,1,Arts,https://www.meetup.com/New-York-Pets-Fun-Paint-Party-Meetup/events/275688279,1678 3rd Ave,https://www.google.com/maps/search/api=1&query=Barking+Dog%2C+1678+3rd+Ave%2C+New+York%2C+NY%2C+10128%2C+us&query_place_id=ChIJfWR-y6VYwokRWrgtJnJvfYU,40.7127281,-74.0060152,"1678 3rd Ave New York, NY",140
Painting self love,Brooklyn painting club,5,Arts,https://www.meetup.com/Brooklyn-painting-club/events/275798870,Prospect Park,https://www.google.com/maps/search/api=1&query=Prospect+Park%2C+Brooklyn%2C+NY%2C+11215%2C+us,40.6617743,-73.971089,"Prospect Park Brooklyn, NY",109
FREE- OPEN STAGE - The Original NYC Talent show,The Original NYC Talent Show,3,Arts,https://www.meetup.com/The-Original-NYC-Talent-Show/events/275837731,10-93 Jackson Ave,https://www.google.com/maps/search/api=1&query=40.743229%2C-73.951668,40.7561828,-73.88089129999999,"10-93 Jackson Ave Queens, NY",150
ART-FULL MEMBERS ONLY: February Brunch & Culture Outing: The Whitney Museum,Women of Culture NYC,3,Arts,https://www.meetup.com/WomenofcultureNYC/events/275880021,765 Washington St,https://www.google.com/maps/search/api=1&query=Entwine%2C+765+Washington+St%2C+New+York%2C+NY%2C+10014%2C+us&query_place_id=ChIJ-97gwepZwokR9g3gqA5kl7s,40.7127281,-74.0060152,"765 Washington St New York, NY",140
Mind Your Manners Secret Speakeasy Sun Jan 24th 2021 7pm,NY Steampunk - Artists & Enthusiasts,1,Arts,https://www.meetup.com/steampunk/events/275520135,"177 Prince St, New York, NY 10012",https://www.google.com/maps/search/api=1&query=177+Prince+St%2C+New+York%2C+NY+10012%2C+New+York%2C+Ne%2C+10012%2C+us,40.726349,-74.001809,"177 Prince St, New York, NY 10012 New York, NE",3
Weekly Weds Figure Drawing- 1/5/10/20 minute poses!,Jersey City Artists,2,Arts,https://www.meetup.com/Jersey-City-Artists/events/275733289,29 McWilliams Pl.,https://www.google.com/maps/search/api=1&query=29+McWilliams+Pl.%2C+Jersey+City%2C+NJ%2C+us,40.72762700000001,-74.044072,"29 McWilliams Pl. Jersey City, NJ",37
First Mondays Life Drawing Session,Old Stone House Drawing Studio,1,Arts,https://www.meetup.com/http-theoldstonehouse-org-events/events/274933995,"Old Stone House, 336 3rd St, Brooklyn, NY 11215",https://www.google.com/maps/search/api=1&query=40.672997%2C-73.984619,40.6730096,-73.98460209999998,"Old Stone House, 336 3rd St, Brooklyn, NY 11215 Brooklyn, NE",1
A Discussion of Sense & Sensibility by Jane Austen ,Jane Austen Book Club NYC,10,Book Clubs,https://www.meetup.com/jane-austen-book-club-nyc/events/275546658,1085 5th Avenue ,https://www.google.com/maps/search/api=1&query=1085+5th+Avenue+%2C+New+York+%2C+NY%2C+10128%2C+us,40.7127281,-74.0060152,"1085 5th Avenue  New York , NY",141
Sanskrit Vocab 101 for Kundalini meditation yoga ayurveda by Joshi ,Kundalini Chakra Mindful Meditation Yoga Ayurveda Bookclub,1,Book Clubs,https://www.meetup.com/New-York-Meditation-Yoga-Kundalini-Meetup-Group-by-Joshi/events/275836399,270 Greenwich Street Cafe Level,https://www.google.com/maps/search/api=1&query=270+Greenwich+Street%2C+New+York%2C+NY%2C+10007%2C+us,41.2554602,-73.57930259999998,"270 Greenwich Street Cafe Level New York, NY",140
BROOKLYN Smutty Book Club - ,Brooklyn Smutty Book Club,2,Book Clubs,https://www.meetup.com/BROOKLYN-Smutty-Book-Club/events/274809254,273 13th Street,https://www.google.com/maps/search/api=1&query=40.666683%2C-73.987846,40.6501038,-73.9495823,"273 13th Street Brooklyn, NY",109
Paint and Sip Pet Portrait Fun- Valentine's Day -Barking Dog NEW YORK,Paint Your Pet and Mingle with Pet Lovers,1,Pets,https://www.meetup.com/Paint-Your-Pet-and-Mingle-with-Pet-Lovers/events/275688252,1678 3rd Ave,https://www.google.com/maps/search/api=1&query=40.784103%2C-73.950455,40.7127281,-74.0060152,"1678 3rd Ave New York, NY",140
New York City Basenji Gathering - 24 January 2021,New York City Basenji Meetup,5,Pets,https://www.meetup.com/basenji-nyc/events/275923078,Sullivan St & Washington Square S,https://www.google.com/maps/search/api=1&query=40.730667%2C-73.998860,40.7275476,-74.00150040000003,"Sullivan St & Washington Square S 10012, NY",98
Weekday Mutt Meetup,Harlem Meer Mutts Club,3,Pets,https://www.meetup.com/Harlem-Meer-Mutts-Club/events/275842205,Central Park,https://www.google.com/maps/search/api=1&query=Central+Park%2C+New+York%2C+NY%2C+us,40.7127281,-74.0060152,"Central Park New York, NY",140
SCUBA Discovery Experience,NJ  Scuba Meetup Group,5,Outdoors & Adventure,https://www.meetup.com/scuba-nj/events/275651699,460 Passaic Avenue,https://www.google.com/maps/search/api=1&query=40.872900%2C-74.089140,40.8589384,-74.1110604,"460 Passaic Avenue Lodi, NJ",40
Nitrox Diver Course,NJ Warren Scuba Group,1,Outdoors & Adventure,https://www.meetup.com/Scuba-Divers-Travel-Network-SDTN/events/275158311,460 Passaic Avenue,https://www.google.com/maps/search/api=1&query=40.872580%2C-74.089320,40.8589384,-74.1110604,"460 Passaic Avenue Lodi, NJ",40
Eagle Rock Reservation bring a newbie beginner 4-5 miles,Trail Shrinks,32,Outdoors & Adventure,https://www.meetup.com/trailshrinks/events/275798719,Crest Dr,https://www.google.com/maps/search/api=1&query=40.810840%2C-74.234490,40.80339420000001,-74.2382416,"Crest Dr West Orange, NJ",93
B2B Virtual Networking Event: How to Achieve Future Goals Right Now,Bergen Community College Education and Events,1,Learning,https://www.meetup.com/Bergen-Community-College-Education-and-Events/events/275844257,400 Paramus Rd,https://www.google.com/maps/search/api=1&query=40.950874%2C-74.088180,40.9177891,-74.0725437,"400 Paramus Rd Paramus, NJ",64
Socrates Cafe,"Socrates Cafe of Teaneck, NJ",9,Learning,https://www.meetup.com/Socrates-Cafe-Teaneck/events/275419550,687 Larch Ave,https://www.google.com/maps/search/api=1&query=40.888088%2C-74.026237,40.8976,-74.01597,"687 Larch Ave Teaneck, NJ",84
Lets meet some wolves ,A little bit of this and a little of that,25,Food & Drink,https://www.meetup.com/A-little-bit-of-this-and-a-little-of-that/events/275427276,89 Mount Pleasant Road,https://www.google.com/maps/search/api=1&query=89+Mount+Pleasant+Road%2C+Columbia%2C+NJ%2C+07832%2C+us,39.6378952,-74.6987704,"89 Mount Pleasant Road Columbia, NJ",19
"Tuesdays are our regularly scheduled rehearsals, guests are welcome.",Dapper Dans of Harmony,2,Music,https://www.meetup.com/Dapper-Dans-of-Harmony/events/275874884,326 Bloomfield Ave,https://www.google.com/maps/search/api=1&query=326+Bloomfield+Ave%2C+Caldwell%2C+NJ%2C+us,40.8338301,-74.27274940000002,"326 Bloomfield Ave Caldwell, NJ",12
Harmony Celebration Chorus Rehearsal,Harmony Celebration Chorus,1,Music,https://www.meetup.com/HarmonyCelebrationChorus/events/275898566,475 Grove Street,https://www.google.com/maps/search/api=1&query=40.968361%2C-74.108078,40.97966829999999,-74.1194403,"475 Grove Street Ridgewood, NJ",73
Raise Funds & Spirits! Lincoln Day Dinner 2021,Dennis Prager Fan Club,1,Movements,https://www.meetup.com/dennis-prager-fan-club/events/275773533,118 US-46,https://www.google.com/maps/search/api=1&query=40.869053%2C-74.307460,40.2050878,-74.2135004,"118 US-46 Fairfield, NJ",24
Modern Masters:  TBD,The Science Fiction Society of Northern New Jersey,2,Sci-Fi & Games,https://www.meetup.com/science-fiction-society-northern-nj/events/275921294,770 Rt. 17 North,https://www.google.com/maps/search/api=1&query=770+Rt.+17+North%2C+Paramus%2C+NJ%2C+us,40.94529110000001,-74.07358990000002,"770 Rt. 17 North Paramus, NJ",64
Free Live Poker Tuesday - Grande Saloon in Clifton - Free Prizes & More!,WorldFreePoker.com,1,Sci-Fi & Games,https://www.meetup.com/worldfreepoker/events/275876141,940 Van Houten Ave,https://www.google.com/maps/search/api=1&query=940+Van+Houten+Ave%2C+940+Van+Houten+Ave%2C+Clifton%2C+NJ%2C+07013%2C+us&query_place_id=ChIJOUwzTfv-wokRiGaibliuado,40.859954,-74.151372,"940 Van Houten Ave Clifton, NJ",17
Sunday Worship In-Person Service,Change Makers International Assembly,1,Beliefs,https://www.meetup.com/Change-Makers-Assembly/events/275833731,619 Midland Ave,https://www.google.com/maps/search/api=1&query=40.885551%2C-74.101540,40.8666965,-74.10556120000003,"619 Midland Ave Garfield, NJ",26
Platform: Video Games and Ethics,The Ethical Culture Society of Bergen County,4,Beliefs,https://www.meetup.com/EthicalFocus/events/275399427,687 Larch Ave,https://www.google.com/maps/search/api=1&query=40.888090%2C-74.026240,40.8976,-74.01597,"687 Larch Ave Teaneck, NJ",84
Sunday Spiritualist Service,Inner Spiritual Center Meetup,1,Beliefs,https://www.meetup.com/Inner-Spiritual-Center-Meetup/events/275826050,333A Route 46 West Suite 255,https://www.google.com/maps/search/api=1&query=333A+Route+46+West%2C+Fairfield%2C+nj%2C+07004%2C+us,40.879828,-74.29535,"333A Route 46 West Suite 255 Fairfield, NJ",24
Career Transition - Finding the Next Career!,Financial Freedom and Careers to Create Wealth,1,Career & Business,https://www.meetup.com/Financial-Freedom-and-Careers-to-Create-Wealth/events/275897141,55 Lane Rd,https://www.google.com/maps/search/api=1&query=40.894669%2C-74.277260,40.2050878,-74.2135004,"55 Lane Rd Fairfield, NJ",24
Looking to Grow via Referrals,BNI Achieving Advantage,1,Career & Business,https://www.meetup.com/BNI-Achieving-Advantage/events/275884153,515 Essex St,https://www.google.com/maps/search/api=1&query=Chit+Chat+Diner%2C+515+Essex+St%2C+Hackensack%2C+NJ%2C+07601%2C+us&query_place_id=ChIJvfk0xCf6wokRkfD7x3ngW7M,40.7322898,-74.11718990000001,"515 Essex St Hackensack, NJ",28
skunkworks v2,"Fair Lawn - Fun, Networking, Startup, & Education",1,Career & Business,https://www.meetup.com/Fair-Lawn-Fun-Networking-Startup-Education/events/275844673,25 Promenade Blvd,https://www.google.com/maps/search/api=1&query=25+Promenade+Blvd%2C+Fair+Lawn%2C+nj%2C+07410%2C+us,40.925782,-73.964219,"25 Promenade Blvd Fair Lawn, NJ",23
Weekly Networking Breakfast ,Saddle Brook Small Business Meetup,1,Career & Business,https://www.meetup.com/Saddle-Brook-Small-Business-Meetup/events/275884662,92 West Pleasant Avenue,https://www.google.com/maps/search/api=1&query=92+West+Pleasant+Avenue%2C+Maywood%2C+NJ%2C+07607%2C+us,40.905291,-74.06370600000002,"92 West Pleasant Avenue Maywood, NJ",45
NJ: 100% Financing & How to make Big Money with Fix & Flips,New Jersey Real Estate Investors Association (REIA),1,Career & Business,https://www.meetup.com/New-Jersey-Real-Estate-Investors-Association/events/275915892,650 Terrace Ave,https://www.google.com/maps/search/api=1&query=40.871487%2C-74.062010,40.8579293,-74.0816693,"650 Terrace Ave Hasbrouck Heights, NJ",33
West Orange Breastfeeding Support Group,West Orange New Moms Meetup,1,Family,https://www.meetup.com/West-Orange-New-Moms-Meetup/events/275886460,253 Main St,https://www.google.com/maps/search/api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.7987113,-74.2390353,"253 Main St West Orange, NJ",93
My Gym Little Bundles Classes,JCFamilies,1,Family,https://www.meetup.com/JCFamilies/events/275886037,252 9th St,https://www.google.com/maps/search/api=1&query=My+Gym+Jersey+City%2C+252+9th+St%2C+Jersey+City%2C+NJ%2C+07302%2C+us&query_place_id=ChIJ4zCr0U1XwokRIuPy2hdo2Yo,40.728409,-74.04449100000002,"252 9th St Jersey City, NJ",37
Sunday Morning Prenatal Yoga,West Orange Pregnancy Meetup,1,Family,https://www.meetup.com/West-Orange-Pregnancy-Meetup/events/275824180,253 Main St,https://www.google.com/maps/search/api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.7987113,-74.2390353,"253 Main St West Orange, NJ",93
Singalong and Story Time for Kids,Family fun in Brooklyn,2,Family,https://www.meetup.com/Family-fun-in-Brooklyn/events/275873427,695 5th Ave,https://www.google.com/maps/search/api=1&query=40.661053%2C-73.993462,40.6501038,-73.9495823,"695 5th Ave Brooklyn, NY",109
Pride Bowling Night,Staten Island LGBTQ Pride Bowling Meetup,1,LGBTQ,https://www.meetup.com/Staten-Island-LGBTQ-Pride-Bowling-Meetup/events/275337667,1600 Hylan Boulevard,https://www.google.com/maps/search/api=1&query=1600+Hylan+Boulevard%2C+Staten+Island%2C+NY%2C+us,40.589605,-74.089378,"1600 Hylan Boulevard Staten Island, NY",161
LGBT Women ,Come Out & Talk LGBT Females Forty & Up,2,LGBTQ,https://www.meetup.com/Come-Out-Talk-LGBT-Females-Forty-Up/events/275919245,600 Ridgewood Rd,https://www.google.com/maps/search/api=1&query=600+Ridgewood+Rd%2C+Maplewood%2C+NJ%2C+07040%2C+us,40.730753,-74.2826,"600 Ridgewood Rd Maplewood, NJ",43
Black Lotus Project: A Virtual Gathering of Black Bisexual+ Men,NYC Tri-State Area Bisexual+ SGL Queer & Questioning Meetup,6,LGBTQ,https://www.meetup.com/bisexual-nyc/events/275652731,Virtual Online Meeting,https://www.google.com/maps/search/api=1&query=Virtual+Online+Meeting%2C+New+York%2C+ny%2C+10001%2C+us,42.81143,-76.879806,"Virtual Online Meeting New York, NY",140
FUNdamentals of Foxtrot/Cha Cha - All Levels Welcome,"Jersey City Dancing - Ballroom, Latin, Swing, Tango & More!",1,Dance,https://www.meetup.com/jerseycityballroom/events/275920985,"189 Brunswick St, 3rd Floor",https://www.google.com/maps/search/api=1&query=40.726357%2C-74.050415,40.723147,-74.042526,"189 Brunswick St, 3rd Floor Jersey City, NJ",37
Rockin' Knitters -  Virtual meetings until further notice,Rockin' Knitters  Meetup Group,4,Hobbies & Crafts,https://www.meetup.com/Rockinknitters-Meetup-Group/events/275229623,1023 Stuyvesant Ave,https://www.google.com/maps/search/api=1&query=40.696686%2C-74.268845,40.6962983,-74.27050759999999,"1023 Stuyvesant Ave Union, NJ",88
"[ONLINE] This week only, starts 11 am: Presidential transition; Union@Google.com",Current Events Coffee - NYC,16,Social,https://www.meetup.com/Current-Events-Coffee/events/275393093,Internet,https://www.google.com/maps/search/api=1&query=40.699646%2C-74.041466,42.7454364,-73.7592017,"Internet New York, NY",140
Sip.Create.SingYourHeartOut,Sip & Socialize,27,Social,https://www.meetup.com/SIP-SHOP-AND-SOCIALIZE/events/264868497,275 E Grand Ave,https://www.google.com/maps/search/api=1&query=40.608810%2C-74.267690,40.6061435,-74.27650990000002,"275 E Grand Ave Rahway, NJ",72
"Winter Hike Series: Hudson River Greenway, Battery Park to Riverside Park ",PLACES NYC,59,Social,https://www.meetup.com/placesnyc/events/275538899,Hudson River Greenway,https://www.google.com/maps/search/api=1&query=40.711903%2C-74.014694,40.7861275,-73.9846061,"Hudson River Greenway New York, NY",140
Chess Meetup!  - Play Hoboken! ,"Coffee, Beer and Chess - Jersey City/Hoboken",5,Social,https://www.meetup.com/jerseychess/events/275828886,1012 Grand St,https://www.google.com/maps/search/api=1&query=40.750076%2C-74.032990,40.7433066,-74.0323752,"1012 Grand St Hoboken, NJ",35
UNDERGROUND NEW YORK CITY  (Private Group Tour),"The New York City Social Group (20,000+ members!)",5,Social,https://www.meetup.com/NYC-Social/events/268950829,38 Park Row #4,https://www.google.com/maps/search/api=1&query=40.711586%2C-74.006680,40.7116774,-74.0065372,"38 Park Row #4 New York, NY",140
Parvin Lake and the Lost Trail  Members Only,Outdoor Club of South Jersey - Hiking/Camping/Backpacking,25,Outdoors & Adventure,https://www.meetup.com/Outdoor-Club-of-South-Jersey-Hiking/events/275918543,701 Almond Rd,https://www.google.com/maps/search/api=1&query=39.511500%2C-75.131760,39.51043189999999,-75.13263359999998,"701 Almond Rd Pittsgrove, NJ",70
"Come Dance With Lynn Country Dancing at the Am. Legion, Millville, NJ is on HOLD",Millville Line Dancing Meetup,1,Dance,https://www.meetup.com/Millville-Line-Dancing-Meetup/events/275920294,220 Buck St,https://www.google.com/maps/search/api=1&query=39.398376%2C-75.040581,39.397492,-75.039813,"220 Buck St Millville, NJ",49
Sunday dancing on hold until further notice due to the increase of COVID-19.,Come Dance with Lynn - Country Dancing - @ MILMAY FIRE HALL,1,Dance,https://www.meetup.com/Come-Dance-with-Lynn-Country-Dancing-MILMAY-FIRE-HALL/events/275834717,225 Broad St,https://www.google.com/maps/search/api=1&query=39.438824%2C-74.858276,39.4388045,-74.8583055,"225 Broad St Milmay, NJ",50
