,state,city,category,event_name,group_name,attendees,lat,lng,population,venue_event_link,event_state,event_city,event_street,Google_Map_Link
416,NJ,East Orange,Beliefs,Sunday Worship In-Person Service,Change Makers International Assembly,1,40.7651,-74.2117,64367,https://www.meetup.com/Change-Makers-Assembly/events/275833731,NJ,Garfield,619 Midland Ave,https://www.google.com/maps/search/?api=1&query=40.885551%2C-74.101540
417,NJ,East Orange,Beliefs,Tuesday Evening Bible Study (Newport),Bible Study on Deeper Questions,1,40.7651,-74.2117,64367,https://www.meetup.com/ChristianityOriginal/events/275875731,NJ,Jersey City,535 Washington Blvd. ,https://www.google.com/maps/search/?api=1&query=40.727287%2C-74.034660
418,NJ,East Orange,Arts,Weekly Weds Figure Drawing- 1/5/10/20 minute poses!,Jersey City Artists,2,40.7651,-74.2117,64367,https://www.meetup.com/Jersey-City-Artists/events/275733289,NJ,Jersey City,29 McWilliams Pl.,https://www.google.com/maps/search/?api=1&query=29+McWilliams+Pl.%2C+Jersey+City%2C+NJ%2C+us
419,NJ,East Orange,Dance,Salsa & Bachata Dance Workshop And Social! No Partner Option!,The Salsa Latin & Ballroom Dance Group,11,40.7651,-74.2117,64367,https://www.meetup.com/njsalsadance/events/275754384,NJ,Lyndhurst,289 Stuyvesant Ave 2nd floor,https://www.google.com/maps/search/?api=1&query=40.813976%2C-74.126880
420,NJ,East Orange,Dance,Hustle Class - Intermediate,New York/New Jersey Hustle Dancing Meetup,1,40.7651,-74.2117,64367,https://www.meetup.com/New-York-New-Jersey-Hustle-Dancing-Meetup/events/275876804,NJ,Nutley,7 High St,https://www.google.com/maps/search/?api=1&query=Starlight+Dance+Center%2C+7+High+St%2C+Nutley%2C+NJ%2C+07110%2C+us&query_place_id=ChIJozXc0mX_wokRFtJd-Zo17q0
421,NJ,East Orange,Dance,Daytime Ballroom Social for Seniors,The New York Ballroom Dance Meetup,1,40.7651,-74.2117,64367,https://www.meetup.com/ny-ballroom-dance/events/275866067,NJ,Nutley,7 High St,https://www.google.com/maps/search/?api=1&query=40.825237%2C-74.153900
423,NJ,East Orange,Dance,FUNdamentals of Foxtrot/Cha Cha - All Levels Welcome,"Jersey City Dancing - Ballroom, Latin, Swing, Tango & More!",1,40.7651,-74.2117,64367,https://www.meetup.com/jerseycityballroom/events/275920985,NJ,Jersey City,"189 Brunswick St, 3rd Floor",https://www.google.com/maps/search/?api=1&query=40.726357%2C-74.050415
424,NJ,East Orange,Hobbies & Crafts,Rockin' Knitters -  Virtual meetings until further notice,Rockin' Knitters  Meetup Group,4,40.7651,-74.2117,64367,https://www.meetup.com/Rockinknitters-Meetup-Group/events/275229623,NJ,Union,1023 Stuyvesant Ave,https://www.google.com/maps/search/?api=1&query=40.696686%2C-74.268845
425,NJ,East Orange,Social,Breakfast @Toast,"NJ Ladies - Create, Travel & Dine Together",4,40.7651,-74.2117,64367,https://www.meetup.com/Create-Travel-Dine-Together-Ladies-Only/events/275836201,NJ,Montclair,700 Bloomfield Ave,https://www.google.com/maps/search/?api=1&query=40.818000%2C-74.223076
427,NJ,East Orange,Social,Chess Meetup!  - Play Hoboken! ,"Coffee, Beer and Chess - Jersey City/Hoboken",5,40.7651,-74.2117,64367,https://www.meetup.com/jerseychess/events/275828886,NJ,Hoboken,1012 Grand St,https://www.google.com/maps/search/?api=1&query=40.750076%2C-74.032990
428,NJ,New Brunswick,Outdoors & Adventure,Middlesex Madness Hike!,Metrotrails,29,40.486999999999995,-74.445,55676,https://www.meetup.com/Metrotrails/events/275224523,NJ,New Brunswick,51 US Hwy 1,https://www.google.com/maps/search/?api=1&query=On+The+Border+Mexican+Grill+%26+Cantina%2C+51+US+Hwy+1%2C+New+Brunswick%2C+NJ%2C+08901%2C+us&query_place_id=ChIJaYKJd1_Gw4kR99wsZMwWdtg
429,NJ,New Brunswick,Outdoors & Adventure,"""Men Only""  Yoga for better sex- 10 positions",Trail Shrinks,3,40.486999999999995,-74.445,55676,https://www.meetup.com/trailshrinks/events/275798859,NJ,Edison,Main St,https://www.google.com/maps/search/?api=1&query=40.532860%2C-74.358910
430,NJ,New Brunswick,Health & Wellness,KISSS,Keeping It Simple self improvement Group,1,40.486999999999995,-74.445,55676,https://www.meetup.com/East-Orange-Learning-Meetup/events/275896717,NJ,Edison,55 Parsonage Rd,https://www.google.com/maps/search/?api=1&query=Barnes+%26+Noble%2C+55+Parsonage+Rd%2C+Edison%2C+NJ%2C+08837%2C+us&query_place_id=ChIJu3iolGq2w4kR6wetWrGJ-nY
431,NJ,New Brunswick,Health & Wellness,Wednesday Weekly Conversation and Coffee in Edison,New Jersey Divorce Support Group,1,40.486999999999995,-74.445,55676,https://www.meetup.com/NJdivorcesupport/events/275896761,NJ,edison,1551 US Highway 1 South,https://www.google.com/maps/search/?api=1&query=40.545746%2C-74.330841
432,NJ,New Brunswick,Photography,Field Trip - NYC Skylines / Liberty State Park (Sunset),Monmouth Camera Club,6,40.486999999999995,-74.445,55676,https://www.meetup.com/Monmouth-Camera-Club/events/275849271,NJ,South Amboy,Garden State Pkwy,https://www.google.com/maps/search/?api=1&query=40.464275%2C-74.285930
433,NJ,New Brunswick,Sci-Fi & Games,World's End,Central Jersey Dungeons & Dragons,3,40.486999999999995,-74.445,55676,https://www.meetup.com/CNJDND/events/275774565,NJ,Edison ,Contact Scott,https://www.google.com/maps/search/?api=1&query=40.547092%2C-74.334732
435,NJ,New Brunswick,Beliefs,Piscataway on Wednesday Evening,Zen Meditation--Tuesday Evening Virtual Sitting,1,40.486999999999995,-74.445,55676,https://www.meetup.com/kangetsu-809/events/275897751,NJ,Piscataway,54 Joyce Kilmer Avenue,https://www.google.com/maps/search/?api=1&query=54+Joyce+Kilmer+Avenue%2C+Piscataway%2C+NJ%2C+us
436,NJ,New Brunswick,Beliefs,The Piscataway Meetup at Lucy Stone Hall,Zen Meditation--Virtual Sitting on Zoom,1,40.486999999999995,-74.445,55676,https://www.meetup.com/zen-4/events/275896877,NJ,Piscataway,54 Joyce Kilmer Avenue,https://www.google.com/maps/search/?api=1&query=54+Joyce+Kilmer+Avenue%2C+Piscataway%2C+NJ%2C+us
438,NJ,New Brunswick,Beliefs,Divine Feminine Empowerment Circle with Vel Neptune,Inner Light Spiritual and Metaphysical Meetup Group,4,40.486999999999995,-74.445,55676,https://www.meetup.com/Inner-Light-Spiritual-Metaphysical-Meetup-Group/events/275824809,NJ,Hillsborough Township,381 Triangle Rd,https://www.google.com/maps/search/?api=1&query=40.518482%2C-74.633263
439,NJ,New Brunswick,Dance,Salsa & Bachata (Group Class for Adults),Salsa & Bachata!,1,40.486999999999995,-74.445,55676,https://www.meetup.com/SalsaNJ/events/275877168,NJ,South River,284 Whitehead Avenue (485 Whitehead Avenue for GPS) ,https://www.google.com/maps/search/?api=1&query=40.446495%2C-74.385990
440,NJ,New Brunswick,Dance,Salsa for Beginners (Group Class for Adults),Ballroom & Latin Dancing for Adults,1,40.486999999999995,-74.445,55676,https://www.meetup.com/BallroomDreamNJ/events/275856119,NJ,South River,284 Whitehead Avenue  (485 Whitehead Avenue for GPS),https://www.google.com/maps/search/?api=1&query=40.450073%2C-74.377525
441,NJ,New Brunswick,Dance,Valentine's Day Social Dance Party,Ballroom & Latin Group (Central New Jersey),2,40.486999999999995,-74.445,55676,https://www.meetup.com/Ballroom-Latin-Group-Central-New-Jersey/events/274561605,NJ,Warren,100 Town Center Dr,https://www.google.com/maps/search/?api=1&query=Fred+Astaire+Dance+Studios+-+Warren%2C+100+Town+Center+Dr%2C+Warren%2C+NJ%2C+07059%2C+us&query_place_id=ChIJ8eC6OJC5w4kRtTp-qxDBv78
443,NJ,New Brunswick,Social,Kennedy Park 🌳🚶🚶‍♀️🍂  [Mask😷Required],NJ Walk n' Talk (FKA Exit-9),4,40.486999999999995,-74.445,55676,https://www.meetup.com/njwalkntalk/events/275724384,NJ,Parlin,807 Washington Rd,https://www.google.com/maps/search/?api=1&query=40.464160%2C-74.322754
444,NJ,New Brunswick,Career & Business,Networking Breakfast For Business Owners ,Middlesex County Professional Networking Group,6,40.486999999999995,-74.445,55676,https://www.meetup.com/middlesex-county-professional-networking-group/events/275866354,NJ,Edison,101 US-1,https://www.google.com/maps/search/?api=1&query=The+Edison+Diner%2C+101+US-1%2C+Edison%2C+NJ%2C+08817%2C+us&query_place_id=ChIJ9-oN_g-msYkRzupAjBswT0E
445,NJ,New Brunswick,Career & Business,LeTip of Central Jersey - Business Network Meeting,LeTip of Central Jersey,1,40.486999999999995,-74.445,55676,https://www.meetup.com/meetup-group-fqvNeEVB/events/275863228,NJ,Somerset,1045 Easton Ave,https://www.google.com/maps/search/?api=1&query=40.514767%2C-74.487801
446,NJ,New Brunswick,Career & Business,Morningstars Networking and Referral Meeting,Morningstars Professional Network,1,40.486999999999995,-74.445,55676,https://www.meetup.com/meetup-group-evwarJjJ/events/275884233,NJ,Somerset,1045 Easton Ave,https://www.google.com/maps/search/?api=1&query=40.514904%2C-74.487045
447,NJ,New Brunswick,Career & Business,Meet and Greet Your Small Business Partners at Central Jersey Network,Central Jersey Network,1,40.486999999999995,-74.445,55676,https://www.meetup.com/Central-Jersey-Network/events/275909246,NJ,Piscataway,1050 Stelton Rd. ,https://www.google.com/maps/search/?api=1&query=40.549721%2C-74.431000
449,NJ,New Brunswick,Career & Business,A-List Realty Presents Snack & Chat,NJ Minority Business Professional Networking Meetup,1,40.486999999999995,-74.445,55676,https://www.meetup.com/NJ-Minority-Business-Professional-Networking-Meetup/events/275889326,NJ,Piscataway,44 Stelton Rd #215,https://www.google.com/maps/search/?api=1&query=A-List+Realty%2C+44+Stelton+Rd+%23215%2C+Piscataway%2C+NJ%2C+08854%2C+us&query_place_id=ChIJt68BUPe4w4kRKN4XW5RXVhU
450,NJ,New Brunswick,Career & Business,Regular Club Meeting,Old Bridge Toastmasters Meetup - Self Improvement and Fun,1,40.486999999999995,-74.445,55676,https://www.meetup.com/Old-Bridge-Toastmasters-Meetup-Self-Improvement-and-Fun/events/275897143,NJ,Old Bridge Township,61 Pine Street,https://www.google.com/maps/search/?api=1&query=61+Pine+Street%2C+Old+Bridge+Township%2C+NJ%2C+08857%2C+us
451,NJ,New Brunswick,Career & Business,Two for Tuesday,CoWorking In Jersey,0,40.486999999999995,-74.445,55676,https://www.meetup.com/thecoworkingspace/events/275864671,NJ,Woodbridge,Second Floor,https://www.google.com/maps/search/?api=1&query=Second+Floor%2C+Woodbridge%2C+NJ%2C+us
452,NJ,West New York,Outdoors & Adventure,Hoboken Critical Mass Light Up The Night Bike Tour,Hoboken Bicycling Meetup,11,40.7856,-74.0093,52723,https://www.meetup.com/Hoboken-Bicycling-Meetup/events/275420479,NJ,Hoboken,901 Park Ave,https://www.google.com/maps/search/?api=1&query=901+Park+Ave%2C+901+Park+Ave%2C+Hoboken%2C+NJ%2C+07030%2C+us&query_place_id=ChIJyS2VDmJXwokR-pkTQhFPc6Q
453,NJ,West New York,Outdoors & Adventure,Critical Mass NYC / NJ - January 2021,Critical Mass NYC / NJ,4,40.7856,-74.0093,52723,https://www.meetup.com/Critical-Mass-NYC-NJ/events/274151373,NJ,Hoboken,901 Park Ave,https://www.google.com/maps/search/?api=1&query=40.747830%2C-74.030460
454,NJ,West New York,Outdoors & Adventure,Monthly meeting and Trip planning,New York Caving Meetup Group,6,40.7856,-74.0093,52723,https://www.meetup.com/New-York-Cavers/events/275376807,NY,New York,  569 Hudson St,https://www.google.com/maps/search/?api=1&query=40.735905%2C-74.006180
455,NJ,West New York,Outdoors & Adventure,GV Hoboken Climbing Session,Hudson County Indoor Rock Climbing,3,40.7856,-74.0093,52723,https://www.meetup.com/hudson-county-indoor-rock-climbing/events/275892333,NJ,Hoboken ,1423 Clinton Street ,https://www.google.com/maps/search/?api=1&query=40.754820%2C-74.030050
457,NJ,West New York,Outdoors & Adventure,"First Sunday of the month, a joint walk with Everwalk (may use for Kennedy50)",FreeWalkers,4,40.7856,-74.0093,52723,https://www.meetup.com/FreeWalkers/events/275895708,NE,Jersey City,1 Audrey Zapp Dr,https://www.google.com/maps/search/?api=1&query=40.708190%2C-74.038210
458,NJ,West New York,Outdoors & Adventure,Volunteer Trip - Paddle North - 6 mile round trip,Hoboken Cove Community Boathouse,3,40.7856,-74.0093,52723,https://www.meetup.com/Hoboken-Cove-Community-Boathouse/events/275865290,NJ,Hoboken,Frank Sinatra Dr,https://www.google.com/maps/search/?api=1&query=40.748386%2C-74.024025
459,NJ,West New York,Outdoors & Adventure,SCUBA Discovery Experience,NJ  Scuba Meetup Group,5,40.7856,-74.0093,52723,https://www.meetup.com/scuba-nj/events/275651699,NJ,Lodi,460 Passaic Avenue,https://www.google.com/maps/search/?api=1&query=40.872900%2C-74.089140
460,NJ,West New York,Outdoors & Adventure,Hudson Walkway Loop/Reese Park Social Distancing 6 Mile Hike/Walk,"New York Hikes, Happy Hours & Outdoor Adventures",2,40.7856,-74.0093,52723,https://www.meetup.com/New-York-Hikes-Happy-Hours-and-Outdoor-Adventures/events/275555724,NY,New York,Your Guide will meet you when you get out from the train at Poughkeepsie,https://www.google.com/maps/search/?api=1&query=Your+Guide+will+meet+you+when+you+get+out+from+the+train+at+Poughkeepsie%2C+New+York%2C+NY%2C+us
461,NJ,West New York,Outdoors & Adventure,New Year Winter Hike and Bonfire: Level 4,SINGLES TRAVEL AND ADVENTURE!,2,40.7856,-74.0093,52723,https://www.meetup.com/SINGLES-TRAVEL-AND-ADVENTURE/events/275696667,NY,New York,from Grand Central Your guide will meet you in Pougkeepsie,https://www.google.com/maps/search/?api=1&query=from+Grand+Central%2C+New+York%2C+ny%2C+10017%2C+us
463,NJ,West New York,Outdoors & Adventure,Nitrox Diver Course,NJ Warren Scuba Group,1,40.7856,-74.0093,52723,https://www.meetup.com/Scuba-Divers-Travel-Network-SDTN/events/275158311,NJ,Lodi,460 Passaic Avenue,https://www.google.com/maps/search/?api=1&query=40.872580%2C-74.089320
464,NJ,West New York,Outdoors & Adventure,Two Wheel Tuesday @ Skyline Drive-In,NYC Motorcycle Meetup,1,40.7856,-74.0093,52723,https://www.meetup.com/NYC-Motorcycle-Meetup/events/275872879,NY,Brooklyn,1 Oak St,https://www.google.com/maps/search/?api=1&query=Skyline+Drive+In+NYC%2C+1+Oak+St%2C+Brooklyn%2C+NY%2C+11222%2C+us&query_place_id=ChIJe78hxQZZwokRYHIKHuWDkck
465,NJ,West New York,Outdoors & Adventure,Social Distancing 5 Mile Flushing Meadows Hike & Picnic,The New York Afternoon Hiking Meetup,24,40.7856,-74.0093,52723,https://www.meetup.com/AfternoonHiking/events/275489061,NY,New York,Flushing Meadows Pedestrian Bridge & Roosevelt Ave,https://www.google.com/maps/search/?api=1&query=40.754204%2C-73.845550
466,NJ,West New York,Outdoors & Adventure,"Newark Community Cycling Group Ride. This is a non-drop ride, discover NEWARK ",Outdoor Adventure Sports,1,40.7856,-74.0093,52723,https://www.meetup.com/outdooradventuresports/events/275895919,NJ,Newark,14 Rector Street,https://www.google.com/maps/search/?api=1&query=14+Rector+Street%2C+Newark%2C+nj%2C+07102%2C+us
467,NJ,West New York,Family,My Gym Little Bundles Classes,JCFamilies,1,40.7856,-74.0093,52723,https://www.meetup.com/JCFamilies/events/275886037,NJ,Jersey City,252 9th St,https://www.google.com/maps/search/?api=1&query=My+Gym+Jersey+City%2C+252+9th+St%2C+Jersey+City%2C+NJ%2C+07302%2C+us&query_place_id=ChIJ4zCr0U1XwokRIuPy2hdo2Yo
468,NJ,West New York,Family,Singalong and Story Time for Kids,Family fun in Brooklyn,2,40.7856,-74.0093,52723,https://www.meetup.com/Family-fun-in-Brooklyn/events/275873427,NY,Brooklyn,695 5th Ave,https://www.google.com/maps/search/?api=1&query=40.661053%2C-73.993462
470,NJ,West New York,Learning,Socrates Cafe,"Socrates Cafe of Teaneck, NJ",9,40.7856,-74.0093,52723,https://www.meetup.com/Socrates-Cafe-Teaneck/events/275419550,NJ,Teaneck,687 Larch Ave,https://www.google.com/maps/search/?api=1&query=40.888088%2C-74.026237
472,NJ,West New York,Learning,Central Park Speakers (IN PERSON) - Public Speaking Practice ,Central Park Speakers (in person),4,40.7856,-74.0093,52723,https://www.meetup.com/Central-Park-Speakers-IN-PERSON/events/275874023,NY,New York,10 Columbus Cir,https://www.google.com/maps/search/?api=1&query=The+Shops+at+Columbus+Circle%2C+10+Columbus+Cir%2C+New+York%2C+NY%2C+10019%2C+us&query_place_id=ChIJp3PsL_ZYwokRdBcE-3KTjrg
473,NJ,West New York,Learning,Private Hands on  Ultrasound Training in Regional Anesthesia & Pain Mgt.,Ultrasound Guided Interventional Pain & Regional Anesthesia,1,40.7856,-74.0093,52723,https://www.meetup.com/ultrasound-guided-interventional-pain-regional-anesthesia/events/275896163,NY,New York,675 3rd Ave,https://www.google.com/maps/search/?api=1&query=Meet+in+Place+Midtown%2C+675+3rd+Ave%2C+New+York%2C+NY%2C+10017%2C+us&query_place_id=ChIJaerUsvlZwokRchP3UwiPvAA
474,NJ,West New York,Learning,Jolly January,Humorous Toastmasters,3,40.7856,-74.0093,52723,https://www.meetup.com/Toastmasters-New-York/events/275917096,NY,New York,Online,https://www.google.com/maps/search/?api=1&query=Online%2C+New+York%2C+ny%2C+10001%2C+us
475,NJ,West New York,Learning,ZOOM EVENT: HOW DOES SOCIAL CONTRACT THEORY GUIDE US?,Cafe Philo New York,2,40.7856,-74.0093,52723,https://www.meetup.com/New-York-Cafe-Philo/events/275901201,NY,New York,10 South William St,https://www.google.com/maps/search/?api=1&query=40.704727%2C-74.010640
476,NJ,West New York,Writing,The Cornwall Writers' Circle,The Cornwall Writers Circle,4,40.7856,-74.0093,52723,https://www.meetup.com/The-Cornwall-Writers-Circle/events/275886062,NY,New York,See Description Box for,https://www.google.com/maps/search/?api=1&query=40.742947%2C-73.984604
479,NJ,West New York,Writing,Astoria Writers Write(!),Astoria Writers Group,6,40.7856,-74.0093,52723,https://www.meetup.com/astoriawritersgroup/events/274487949,NY,Astoria,3801 35th Ave,https://www.google.com/maps/search/?api=1&query=40.755497%2C-73.922523
480,NJ,West New York,Writing,Writing Workshop,Panera Collective -- Novel Writing Workshop,1,40.7856,-74.0093,52723,https://www.meetup.com/Panera-Collective/events/275831786,NY,Brooklyn,345 Adams St.,https://www.google.com/maps/search/?api=1&query=40.692776%2C-73.988472
481,NJ,West New York,Writing,Bronx Toastmasters meeting in Riverdale! www.bronxtoastmastersclub.org,Bronx Toastmasters Club of Riverdale Meetup,3,40.7856,-74.0093,52723,https://www.meetup.com/Bronx-Toastmasters-Club-of-Riverdale-Meetup/events/274795587,NY,"Riverdale, Bronx",5521 Mosholu Avenue ,https://www.google.com/maps/search/?api=1&query=40.903484%2C-73.903860
482,NJ,West New York,Writing,NYC Shut Up & Write Meetup! - Columbus Circle,Shut Up & Write!® NYC,1,40.7856,-74.0093,52723,https://www.meetup.com/shutupandwriteNYC/events/275897875,NY,New York,61 W 62nd St,https://www.google.com/maps/search/?api=1&query=David+Rubenstein+Atrium+at+Lincoln+Center%2C+61+W+62nd+St%2C+New+York%2C+NY%2C+10023%2C+us&query_place_id=ChIJDyq28vVYwokRuzPLGeJGAC0
484,NJ,West New York,Film,Steele Wool by Frank A. Cappello,Oddball Cinema,1,40.7856,-74.0093,52723,https://www.meetup.com/Oddball-Cinema/events/275407602,NY,New York,433 E 6th St,https://www.google.com/maps/search/?api=1&query=40.725964%2C-73.984620
485,NJ,Hoboken,Outdoors & Adventure,Hoboken Critical Mass Light Up The Night Bike Tour,Hoboken Bicycling Meetup,11,40.7453,-74.0279,52677,https://www.meetup.com/Hoboken-Bicycling-Meetup/events/275420479,NJ,Hoboken,901 Park Ave,https://www.google.com/maps/search/?api=1&query=901+Park+Ave%2C+901+Park+Ave%2C+Hoboken%2C+NJ%2C+07030%2C+us&query_place_id=ChIJyS2VDmJXwokR-pkTQhFPc6Q
486,NJ,Hoboken,Outdoors & Adventure,Critical Mass NYC / NJ - January 2021,Critical Mass NYC / NJ,4,40.7453,-74.0279,52677,https://www.meetup.com/Critical-Mass-NYC-NJ/events/274151373,NJ,Hoboken,901 Park Ave,https://www.google.com/maps/search/?api=1&query=40.747830%2C-74.030460
487,NJ,Hoboken,Outdoors & Adventure,Monthly meeting and Trip planning,New York Caving Meetup Group,6,40.7453,-74.0279,52677,https://www.meetup.com/New-York-Cavers/events/275376807,NY,New York,  569 Hudson St,https://www.google.com/maps/search/?api=1&query=40.735905%2C-74.006180
488,NJ,Hoboken,Outdoors & Adventure,GV Hoboken Climbing Session,Hudson County Indoor Rock Climbing,3,40.7453,-74.0279,52677,https://www.meetup.com/hudson-county-indoor-rock-climbing/events/275892333,NJ,Hoboken ,1423 Clinton Street ,https://www.google.com/maps/search/?api=1&query=40.754820%2C-74.030050
490,NJ,Hoboken,Outdoors & Adventure,"First Sunday of the month, a joint walk with Everwalk (may use for Kennedy50)",FreeWalkers,4,40.7453,-74.0279,52677,https://www.meetup.com/FreeWalkers/events/275895708,NE,Jersey City,1 Audrey Zapp Dr,https://www.google.com/maps/search/?api=1&query=40.708190%2C-74.038210
